0,9,9,BIC,1000,21.311482906341553,440577.0,-1
1,9,9,BIC,1000,22.277446508407593,443895.0,-1
2,9,9,BIC,1000,20.737420558929443,443555.0,-1
3,9,9,BIC,1000,18.35871720314026,436018.0,-1
4,9,9,BIC,1000,18.32661199569702,478510.0,-1
5,9,9,BIC,1000,20.989420175552368,455883.0,-1
6,9,9,BIC,1000,25.25228452682495,97898.0,-1
7,9,9,BIC,1000,22.347663640975952,426749.0,-1
8,9,9,BIC,1000,20.93639850616455,439356.0,-1
9,9,9,BIC,1000,18.157125234603882,437820.0,-1
10,9,9,BIC,1000,18.901436805725098,420680.0,-1
11,9,9,BIC,1000,22.155542850494385,447581.0,-1
